Store,forecast_mape,anomaly_rate,anomaly_count_90d,avg_sentiment,dominant_theme,health_score,tier,explanation
285,9.401228585068091,0.0405405405405405,3,0.7989351391792298,Staff,81.7,Performing Well,"Forecasts are reliable, but 3 anomalous sales days in the last quarter; reviews are positive, largely about staff."
286,8.260020160382876,0.0135135135135135,1,0.5857843160629272,Stock Availability,81.8,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
287,6.011952304831626,0.0,0,0.3334529002507527,Stock Availability,80.7,Performing Well,"Forecasts are reliable, but negative feedback about stock availability suggests an issue worth investigating."
288,10.75764404483794,0.0,0,0.599931538105011,Pricing,81.2,Performing Well,Forecasts are moderately reliable.
289,7.616234349565332,0.0,0,0.7470609545707703,Pricing,87.3,Performing Well,"Forecasts are reliable, but reviews are positive, largely about pricing."
290,8.051098321643225,0.0135135135135135,1,0.2503781765699386,Pricing,75.3,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; negative feedback about pricing suggests an issue worth investigating."
291,6.987271229201888,0.0,0,0.490466034412384,Stock Availability,82.8,Performing Well,Forecasts are reliable.
292,120.44776872021026,0.2105263157894736,12,0.3337366183598836,Pricing,11.4,Needs Attention,"Forecasts are unreliable, suggesting unpredictable demand patterns, but 12 anomalous sales days in the last quarter; negative feedback about pricing suggests an issue worth investigating."
293,6.830739918520311,0.0133333333333333,1,0.2004449844360351,Pricing,75.6,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; negative feedback about pricing suggests an issue worth investigating."
294,9.311513024164752,0.081081081081081,6,0.2453571796417236,Stock Availability,65.9,Monitor,"Forecasts are reliable, but 6 anomalous sales days in the last quarter; negative feedback about stock availability suggests an issue worth investigating."
295,7.910380300284149,0.0,0,0.3285289208094279,Staff,78.7,Performing Well,"Forecasts are reliable, but negative feedback about staff suggests an issue worth investigating."
296,8.900688604028929,0.027027027027027,2,0.7305637796719869,Stock Availability,82.5,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently; reviews are positive, largely about stock availability."
297,7.036833130346822,0.0,0,0.7460005283355713,Stock Availability,87.9,Performing Well,"Forecasts are reliable, but reviews are positive, largely about stock availability."
298,9.137043210434458,0.0,0,0.5562355071306229,Pricing,82.0,Performing Well,Forecasts are reliable.
299,16.129239608441967,0.5222222222222223,47,0.6663662592569987,Pricing,47.2,Monitor,"Forecasts are moderately reliable, but 47 anomalous sales days in the last quarter."
300,10.37487103530736,0.0135135135135135,1,0.2454667448997497,Stock Availability,72.9,Performing Well,"Forecasts are moderately reliable, but 1 anomalous sales day(s) recently; negative feedback about stock availability suggests an issue worth investigating."
301,8.838022162445153,0.0666666666666666,5,0.7510282158851623,Staff,78.2,Performing Well,"Forecasts are reliable, but 5 anomalous sales days in the last quarter; reviews are positive, largely about staff."
302,12.93951651892295,0.0135135135135135,1,0.6613192955652872,Pricing,78.7,Performing Well,"Forecasts are moderately reliable, but 1 anomalous sales day(s) recently."
303,8.938694559443478,0.0,0,0.9917834401130676,Pricing,90.9,Performing Well,"Forecasts are reliable, but reviews are positive, largely about pricing."
304,9.10735652234334,0.04,3,0.666575014591217,Cleanliness,79.4,Performing Well,"Forecasts are reliable, but 3 anomalous sales days in the last quarter."
305,7.53689992700002,0.0,0,0.3997178316116333,Pricing,80.5,Performing Well,"Forecasts are reliable, but negative feedback about pricing suggests an issue worth investigating."
306,7.549690514894808,0.0,0,0.7399895042181015,Cleanliness,87.3,Performing Well,"Forecasts are reliable, but reviews are positive, largely about cleanliness."
307,8.810365762123345,0.0133333333333333,1,0.7451789379119873,Cleanliness,84.5,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about cleanliness."
308,11.00552151827056,0.0,0,0.0758240024248759,Stock Availability,70.5,Performing Well,"Forecasts are moderately reliable, but negative feedback about stock availability suggests an issue worth investigating."
309,5.272407262954257,0.0,0,0.5003030300140381,Stock Availability,84.7,Performing Well,Forecasts are reliable.
310,9.86386254898734,0.4222222222222222,38,0.5857380429903666,Staff,51.9,Monitor,"Forecasts are reliable, but 38 anomalous sales days in the last quarter."
311,5.899536733478678,0.0,0,0.560406044125557,Staff,85.3,Performing Well,Forecasts are reliable.
312,7.187453547582612,0.0,0,0.403055477142334,Cleanliness,80.9,Performing Well,Forecasts are reliable.
313,8.411371404699942,0.0266666666666666,2,0.9872413873672484,Cleanliness,88.1,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently; reviews are positive, largely about cleanliness."
314,9.066717622332538,0.027027027027027,2,0.4004344940185547,Staff,75.7,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently."
315,10.461415922846829,0.1466666666666666,11,0.9852131754159928,Cleanliness,71.6,Performing Well,"Forecasts are moderately reliable, but 11 anomalous sales days in the last quarter; reviews are positive, largely about cleanliness."
316,7.112158462638465,0.0,0,0.671476682027181,Staff,86.3,Performing Well,Forecasts are reliable.
317,9.291555935623144,0.0,0,0.9349455088377,Stock Availability,89.4,Performing Well,"Forecasts are reliable, but reviews are positive, largely about stock availability."
318,8.528169749458092,0.0533333333333333,4,0.4003282189369201,Staff,73.1,Performing Well,"Forecasts are reliable, but 4 anomalous sales days in the last quarter."
319,8.99142437994312,0.0666666666666666,5,0.0033671021461486,Staff,63.1,Monitor,"Forecasts are reliable, but 5 anomalous sales days in the last quarter; negative feedback about staff suggests an issue worth investigating."
320,7.595563130170604,0.0,0,0.5469721555709839,Stock Availability,83.3,Performing Well,Forecasts are reliable.
321,8.402211242267242,0.0,0,0.3027693480253219,Stock Availability,77.7,Performing Well,"Forecasts are reliable, but negative feedback about stock availability suggests an issue worth investigating."
322,9.282077073182547,0.0533333333333333,4,0.7999191284179688,Pricing,80.3,Performing Well,"Forecasts are reliable, but 4 anomalous sales days in the last quarter; reviews are positive, largely about pricing."
323,7.250995261041358,0.0,0,0.7417808622121811,Stock Availability,87.6,Performing Well,"Forecasts are reliable, but reviews are positive, largely about stock availability."
324,11.311393923810613,0.0266666666666666,2,0.4138363401095072,Staff,73.8,Performing Well,"Forecasts are moderately reliable, but 2 anomalous sales day(s) recently."
325,11.7778626383887,0.1081081081081081,8,0.9191199988126756,Pricing,73.6,Performing Well,"Forecasts are moderately reliable, but 8 anomalous sales days in the last quarter; reviews are positive, largely about pricing."
326,7.280899578021706,0.0945945945945946,7,0.5856489936510721,Pricing,73.1,Performing Well,"Forecasts are reliable, but 7 anomalous sales days in the last quarter."
327,9.748826402532282,0.0,0,0.7917540907859802,Pricing,86.1,Performing Well,"Forecasts are reliable, but reviews are positive, largely about pricing."
328,8.035092817996278,0.054054054054054,4,0.6668654481569926,Pricing,78.8,Performing Well,"Forecasts are reliable, but 4 anomalous sales days in the last quarter."
329,5.8713715929043255,0.0135135135135135,1,0.795502531528473,Pricing,88.4,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about pricing."
330,9.976942347239127,0.0,0,0.9181829889615376,Pricing,88.4,Performing Well,"Forecasts are reliable, but reviews are positive, largely about pricing."
331,9.526228060089114,0.0405405405405405,3,0.7509387850761413,Cleanliness,80.6,Performing Well,"Forecasts are reliable, but 3 anomalous sales days in the last quarter; reviews are positive, largely about cleanliness."
332,8.211501914315035,0.0933333333333333,7,0.7411962300539017,Pricing,75.4,Performing Well,"Forecasts are reliable, but 7 anomalous sales days in the last quarter; reviews are positive, largely about pricing."
333,9.198731246574312,0.0133333333333333,1,0.5854202707608541,Stock Availability,80.9,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
334,7.589215400271394,0.0405405405405405,3,0.1513028740882873,Stock Availability,70.6,Performing Well,"Forecasts are reliable, but 3 anomalous sales days in the last quarter; negative feedback about stock availability suggests an issue worth investigating."
335,10.564101735266082,0.1444444444444444,13,0.4392073452472687,Staff,60.9,Monitor,"Forecasts are moderately reliable, but 13 anomalous sales days in the last quarter."
336,6.767645627407138,0.0,0,0.0007040619850158,Staff,73.2,Performing Well,"Forecasts are reliable, but negative feedback about staff suggests an issue worth investigating."
337,8.541307915440305,0.081081081081081,6,0.5074107348918915,Staff,71.9,Performing Well,"Forecasts are reliable, but 6 anomalous sales days in the last quarter."
338,7.977917390664491,0.0,0,0.5725427071253458,Pricing,83.5,Performing Well,Forecasts are reliable.
339,11.529745901394772,0.0,0,0.9882869482040404,Pricing,88.2,Performing Well,"Forecasts are moderately reliable, but reviews are positive, largely about pricing."
340,7.863476405020983,0.0133333333333333,1,0.7966803789138794,Pricing,86.5,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about pricing."
341,6.91176302994286,0.0135135135135135,1,0.4086002707481384,Stock Availability,79.6,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
342,6.238278406879924,0.0,0,0.9996312061945596,Stock Availability,93.8,Performing Well,"Forecasts are reliable, but reviews are positive, largely about stock availability."
343,7.071377505187279,0.027027027027027,2,0.929449662566185,Cleanliness,88.3,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently; reviews are positive, largely about cleanliness."
344,8.393401984630382,0.0133333333333333,1,0.3020624369382858,Cleanliness,76.0,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; negative feedback about cleanliness suggests an issue worth investigating."
345,11.679772497860444,0.0,0,0.0010291536649068,Staff,68.3,Monitor,"Forecasts are moderately reliable, but negative feedback about staff suggests an issue worth investigating."
346,6.123257521608402,0.054054054054054,4,0.9991013010342916,Pricing,87.4,Performing Well,"Forecasts are reliable, but 4 anomalous sales days in the last quarter; reviews are positive, largely about pricing."
347,9.9279964939919,0.1081081081081081,8,0.4058765172958374,Staff,65.2,Monitor,"Forecasts are reliable, but 8 anomalous sales days in the last quarter."
348,9.099323209866617,0.0,0,0.9964686632156372,Stock Availability,90.8,Performing Well,"Forecasts are reliable, but reviews are positive, largely about stock availability."
349,7.94324103123756,0.0,0,0.0007873574892679,Staff,72.1,Performing Well,"Forecasts are reliable, but negative feedback about staff suggests an issue worth investigating."
350,5.7069219531575,0.0135135135135135,1,0.7956862568855285,Pricing,88.6,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about pricing."
351,7.551002558409264,0.0,0,0.989156703154246,Stock Availability,92.2,Performing Well,"Forecasts are reliable, but reviews are positive, largely about stock availability."
352,5.987730049940671,0.0,0,0.7499212324619293,Staff,89.0,Performing Well,"Forecasts are reliable, but reviews are positive, largely about staff."
353,9.28686532236995,0.5,45,0.1512850721677144,Stock Availability,43.7,Monitor,"Forecasts are reliable, but 45 anomalous sales days in the last quarter; negative feedback about stock availability suggests an issue worth investigating."
354,8.834067375643711,0.0135135135135135,1,0.3285199403762817,Stock Availability,76.1,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; negative feedback about stock availability suggests an issue worth investigating."
355,9.411329749576383,0.0133333333333333,1,0.7842516779899598,Pricing,84.7,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about pricing."
356,8.751412304569742,0.027027027027027,2,0.4997602850198746,Cleanliness,78.0,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently."
357,6.2629134411460345,0.0,0,0.0811168551445007,Staff,75.4,Performing Well,"Forecasts are reliable, but negative feedback about staff suggests an issue worth investigating."
358,5.733985221233314,0.0,0,0.3275791009267171,Staff,80.8,Performing Well,"Forecasts are reliable, but negative feedback about staff suggests an issue worth investigating."
359,8.060546120763975,0.0675675675675675,5,0.6662960251172384,Cleanliness,77.2,Performing Well,"Forecasts are reliable, but 5 anomalous sales days in the last quarter."
360,7.225317877822433,0.0133333333333333,1,0.5003009587526321,Stock Availability,81.2,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
361,8.667423300177942,0.0,0,0.8448138117790223,Pricing,88.2,Performing Well,"Forecasts are reliable, but reviews are positive, largely about pricing."
362,6.926205521640955,0.0,0,0.4954745769500732,Cleanliness,83.0,Performing Well,Forecasts are reliable.
363,8.711240284164552,0.0,0,0.1997628569602966,Stock Availability,75.3,Performing Well,"Forecasts are reliable, but negative feedback about stock availability suggests an issue worth investigating."
364,9.933508290728742,0.0675675675675675,5,0.4027159611384074,Staff,70.0,Monitor,"Forecasts are reliable, but 5 anomalous sales days in the last quarter."
365,6.384477072599121,0.0,0,0.0006599426269531,Cleanliness,73.6,Performing Well,"Forecasts are reliable, but negative feedback about cleanliness suggests an issue worth investigating."
366,7.215529498329055,0.04,3,0.448140823841095,Staff,76.9,Performing Well,"Forecasts are reliable, but 3 anomalous sales days in the last quarter."
367,10.384282785295726,0.0,0,0.249123141169548,Cleanliness,74.6,Performing Well,"Forecasts are moderately reliable, but negative feedback about cleanliness suggests an issue worth investigating."
368,10.290672744406612,0.0135135135135135,1,0.4002233743667602,Staff,76.1,Performing Well,"Forecasts are moderately reliable, but 1 anomalous sales day(s) recently."
369,6.458516948175546,0.0,0,0.000874787569046,Pricing,73.6,Performing Well,"Forecasts are reliable, but negative feedback about pricing suggests an issue worth investigating."
370,7.752623191722077,0.0135135135135135,1,0.4999971091747284,Cleanliness,80.6,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
371,7.17272661264655,0.0,0,0.7496652007102966,Staff,87.8,Performing Well,"Forecasts are reliable, but reviews are positive, largely about staff."
372,8.231224085773084,0.0,0,0.7931400537490845,Stock Availability,87.6,Performing Well,"Forecasts are reliable, but reviews are positive, largely about stock availability."
373,7.364473760371835,0.0135135135135135,1,0.3384745121002197,Staff,77.8,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; negative feedback about staff suggests an issue worth investigating."
374,8.19005619120749,0.0533333333333333,4,0.7992634296417236,Pricing,81.4,Performing Well,"Forecasts are reliable, but 4 anomalous sales days in the last quarter; reviews are positive, largely about pricing."
375,9.191679296782691,0.0133333333333333,1,0.7994353771209717,Staff,85.2,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about staff."
376,7.061392317039784,0.0,0,0.5002570599317551,Pricing,82.9,Performing Well,Forecasts are reliable.
377,10.101502321060629,0.0,0,0.4394370764493942,Pricing,78.7,Performing Well,Forecasts are moderately reliable.
378,10.581946391969074,0.0,0,0.7420836538076401,Stock Availability,84.3,Performing Well,"Forecasts are moderately reliable, but reviews are positive, largely about stock availability."
379,8.747059794479464,0.08,6,0.2539169639348984,Cleanliness,66.7,Monitor,"Forecasts are reliable, but 6 anomalous sales days in the last quarter; negative feedback about cleanliness suggests an issue worth investigating."
380,9.901760629717757,0.0,0,0.556577667593956,Pricing,81.2,Performing Well,Forecasts are reliable.
381,5.896672726993611,0.0666666666666666,5,0.3998762726783752,Cleanliness,74.1,Performing Well,"Forecasts are reliable, but 5 anomalous sales days in the last quarter; negative feedback about cleanliness suggests an issue worth investigating."
382,7.285653578166127,0.0,0,0.6662869254748026,Pricing,86.0,Performing Well,Forecasts are reliable.
383,7.175558499116479,0.0135135135135135,1,0.2505113631486892,Pricing,76.2,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; negative feedback about pricing suggests an issue worth investigating."
384,10.12168647500285,0.0666666666666666,5,0.5856708685557047,Stock Availability,73.6,Performing Well,"Forecasts are moderately reliable, but 5 anomalous sales days in the last quarter."
385,8.72104347370323,0.0,0,0.6714189648628235,Staff,84.7,Performing Well,Forecasts are reliable.
386,7.056261823632412,0.0,0,0.6659973462422689,Pricing,86.3,Performing Well,Forecasts are reliable.
387,9.104439556793004,0.0,0,0.07585475842158,Stock Availability,72.4,Performing Well,"Forecasts are reliable, but negative feedback about stock availability suggests an issue worth investigating."
388,6.10669771380992,0.0,0,0.7500001937150955,Cleanliness,88.9,Performing Well,"Forecasts are reliable, but reviews are positive, largely about cleanliness."
389,8.911882900119426,0.0666666666666666,5,0.7965839147567749,Stock Availability,79.0,Performing Well,"Forecasts are reliable, but 5 anomalous sales days in the last quarter; reviews are positive, largely about stock availability."
390,7.220415368446453,0.0,0,0.9895491749048232,Pricing,92.6,Performing Well,"Forecasts are reliable, but reviews are positive, largely about pricing."
391,8.094694806179323,0.1081081081081081,8,0.7505787372589111,Pricing,73.9,Performing Well,"Forecasts are reliable, but 8 anomalous sales days in the last quarter; reviews are positive, largely about pricing."
392,8.397734192231992,0.0675675675675675,5,0.4090365370114644,Cleanliness,71.7,Performing Well,"Forecasts are reliable, but 5 anomalous sales days in the last quarter."
393,8.439798426178836,0.0135135135135135,1,0.3333115975062052,Staff,76.6,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; negative feedback about staff suggests an issue worth investigating."
394,6.627916278022777,0.0,0,0.9955777645111084,Staff,93.3,Performing Well,"Forecasts are reliable, but reviews are positive, largely about staff."
395,7.664763277722329,0.2432432432432432,18,0.6471277475357056,Cleanliness,56.1,Monitor,"Forecasts are reliable, but 18 anomalous sales days in the last quarter."
396,7.8319811787468625,0.0133333333333333,1,0.8309195280075073,Stock Availability,87.2,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about stock availability."
397,9.42284116253203,0.0135135135135135,1,0.4031088829040527,Staff,77.0,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
398,8.968932217957128,0.0133333333333333,1,0.4904151856899261,Staff,79.2,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
399,9.138942963432529,0.0,0,0.3387375871340434,Cleanliness,77.6,Performing Well,"Forecasts are reliable, but negative feedback about cleanliness suggests an issue worth investigating."
400,9.751645858861874,0.0133333333333333,1,0.3338495095570882,Pricing,75.3,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; negative feedback about pricing suggests an issue worth investigating."
401,8.999257208407965,0.0266666666666666,2,0.6452232241630554,Stock Availability,80.7,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently."
402,11.799220006172662,0.0,0,0.7410513758659363,Pricing,83.0,Performing Well,"Forecasts are moderately reliable, but reviews are positive, largely about pricing."
403,6.418608704818481,0.027027027027027,2,0.3923639178276062,Cleanliness,78.2,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently; negative feedback about cleanliness suggests an issue worth investigating."
404,7.670898113148262,0.027027027027027,2,0.7995222687721253,Pricing,85.1,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently; reviews are positive, largely about pricing."
405,11.490025648999564,0.0135135135135135,1,0.6662682692209879,Cleanliness,80.2,Performing Well,"Forecasts are moderately reliable, but 1 anomalous sales day(s) recently."
406,7.73558399679119,0.0,0,0.5918031454086303,Pricing,84.1,Performing Well,Forecasts are reliable.
407,9.186417665143582,0.0,0,0.9994927446047464,Pricing,90.8,Performing Well,"Forecasts are reliable, but reviews are positive, largely about pricing."
408,8.385632202656737,0.0,0,0.1516789436340332,Stock Availability,74.6,Performing Well,"Forecasts are reliable, but negative feedback about stock availability suggests an issue worth investigating."
409,7.541574066358336,0.027027027027027,2,0.189474731683731,Cleanliness,73.0,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently; negative feedback about cleanliness suggests an issue worth investigating."
410,8.178752119574098,0.0135135135135135,1,0.0005786776542663,Cleanliness,70.2,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; negative feedback about cleanliness suggests an issue worth investigating."
411,7.68064499096322,0.0,0,0.3334885636965434,Stock Availability,79.0,Performing Well,"Forecasts are reliable, but negative feedback about stock availability suggests an issue worth investigating."
412,9.858902734497304,0.0,0,0.792054045200348,Pricing,86.0,Performing Well,"Forecasts are reliable, but reviews are positive, largely about pricing."
413,8.900042232307607,0.0,0,0.0758357644081115,Cleanliness,72.6,Performing Well,"Forecasts are reliable, but negative feedback about cleanliness suggests an issue worth investigating."
414,8.87633993466668,0.0675675675675675,5,0.6000976800918579,Staff,75.0,Performing Well,"Forecasts are reliable, but 5 anomalous sales days in the last quarter."
415,7.563039664003551,0.2,15,0.3433826764424642,Staff,55.3,Monitor,"Forecasts are reliable, but 15 anomalous sales days in the last quarter; negative feedback about staff suggests an issue worth investigating."
416,5.783460640571043,0.0133333333333333,1,0.4086060523986816,Pricing,80.8,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently."
417,11.23956631991614,0.0,0,0.599118423461914,Staff,80.7,Performing Well,Forecasts are moderately reliable.
418,8.754450312791294,0.081081081081081,6,0.5965699791908264,Stock Availability,73.4,Performing Well,"Forecasts are reliable, but 6 anomalous sales days in the last quarter."
419,9.59793524214786,0.08,6,0.6533607641855875,Pricing,73.9,Performing Well,"Forecasts are reliable, but 6 anomalous sales days in the last quarter."
420,9.053658379770042,0.0,0,0.1893717944622039,Stock Availability,74.7,Performing Well,"Forecasts are reliable, but negative feedback about stock availability suggests an issue worth investigating."
421,9.413415488238144,0.0533333333333333,4,0.602746045589447,Staff,76.2,Performing Well,"Forecasts are reliable, but 4 anomalous sales days in the last quarter."
422,10.412882926532506,0.0,0,0.5993554949760437,Stock Availability,81.6,Performing Well,Forecasts are moderately reliable.
423,7.142848315487667,0.5,45,0.4428415149450302,Pricing,51.7,Monitor,"Forecasts are reliable, but 45 anomalous sales days in the last quarter."
424,10.632655664288412,0.0945945945945946,7,0.2529017180204391,Staff,63.1,Monitor,"Forecasts are moderately reliable, but 7 anomalous sales days in the last quarter; negative feedback about staff suggests an issue worth investigating."
425,11.867504681053855,0.0945945945945946,7,0.5602345764636993,Pricing,68.0,Monitor,"Forecasts are moderately reliable, but 7 anomalous sales days in the last quarter."
426,8.674932637653022,0.0,0,0.6536238392194113,Pricing,84.4,Performing Well,Forecasts are reliable.
427,14.299114369807834,0.0,0,0.6790842264890671,Stock Availability,79.3,Performing Well,Forecasts are moderately reliable.
428,7.757880384332291,0.0,0,0.4036591450373332,Stock Availability,80.3,Performing Well,Forecasts are reliable.
429,8.383058097520408,0.0,0,0.6451404452323913,Staff,84.5,Performing Well,Forecasts are reliable.
430,7.366982668707994,0.0,0,0.736515204111735,Stock Availability,87.4,Performing Well,"Forecasts are reliable, but reviews are positive, largely about stock availability."
431,6.097951196355318,0.0,0,0.4031038284301758,Cleanliness,82.0,Performing Well,Forecasts are reliable.
432,8.711346546972159,0.0266666666666666,2,0.6534772515296936,Staff,81.2,Performing Well,"Forecasts are reliable, but 2 anomalous sales day(s) recently."
433,10.69947512136987,0.4888888888888889,44,0.6534910003344218,Cleanliness,52.4,Monitor,"Forecasts are moderately reliable, but 44 anomalous sales days in the last quarter."
434,7.331831709503693,0.0,0,0.599120581150055,Cleanliness,84.7,Performing Well,Forecasts are reliable.
435,9.332259057079652,0.0,0,0.3963626146316528,Cleanliness,78.6,Performing Well,"Forecasts are reliable, but negative feedback about cleanliness suggests an issue worth investigating."
436,7.292600587863535,0.0,0,0.6652530233065287,Staff,86.0,Performing Well,Forecasts are reliable.
437,16.15986905984187,0.0,0,0.5996059298515319,Stock Availability,75.8,Performing Well,Forecasts are moderately reliable.
438,9.873999050805407,0.0,0,0.4961304664611816,Stock Availability,80.0,Performing Well,Forecasts are reliable.
439,6.388717866337007,0.04,3,0.7399055659770966,Pricing,83.6,Performing Well,"Forecasts are reliable, but 3 anomalous sales days in the last quarter; reviews are positive, largely about pricing."
440,7.821056693167426,0.2567567567567567,19,0.8017740994691849,Staff,58.2,Monitor,"Forecasts are reliable, but 19 anomalous sales days in the last quarter; reviews are positive, largely about staff."
441,9.470436704864111,0.1216216216216216,9,0.328461746374766,Pricing,62.5,Monitor,"Forecasts are reliable, but 9 anomalous sales days in the last quarter; negative feedback about pricing suggests an issue worth investigating."
442,9.269790743257952,0.0,0,0.6666679779688517,Staff,84.1,Performing Well,Forecasts are reliable.
443,9.552691708029972,0.0,0,0.905068576335907,Pricing,88.5,Performing Well,"Forecasts are reliable, but reviews are positive, largely about pricing."
444,8.833007370956587,0.04,3,0.5002769082784653,Staff,76.4,Performing Well,"Forecasts are reliable, but 3 anomalous sales days in the last quarter."
445,11.162023337517374,0.027027027027027,2,0.2503890842199325,Cleanliness,70.6,Performing Well,"Forecasts are moderately reliable, but 2 anomalous sales day(s) recently; negative feedback about cleanliness suggests an issue worth investigating."
446,8.53934068698836,0.081081081081081,6,0.0005358010530471,Cleanliness,61.7,Monitor,"Forecasts are reliable, but 6 anomalous sales days in the last quarter; negative feedback about cleanliness suggests an issue worth investigating."
447,10.065552661026889,0.08,6,0.3320965369542439,Staff,67.0,Monitor,"Forecasts are moderately reliable, but 6 anomalous sales days in the last quarter; negative feedback about staff suggests an issue worth investigating."
448,7.769560655880954,0.0405405405405405,3,0.9854278862476348,Pricing,87.1,Performing Well,"Forecasts are reliable, but 3 anomalous sales days in the last quarter; reviews are positive, largely about pricing."
449,10.327567228838682,0.0,0,0.3513486862182617,Pricing,76.7,Performing Well,"Forecasts are moderately reliable, but negative feedback about pricing suggests an issue worth investigating."
450,9.024271558994888,0.0945945945945946,7,0.7496020346879959,Pricing,74.6,Performing Well,"Forecasts are reliable, but 7 anomalous sales days in the last quarter; reviews are positive, largely about pricing."
451,8.737666649851974,0.0405405405405405,3,0.749842643737793,Staff,81.4,Performing Well,"Forecasts are reliable, but 3 anomalous sales days in the last quarter; reviews are positive, largely about staff."
452,6.606712224643488,0.0133333333333333,1,0.7967090487480164,Pricing,87.7,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about pricing."
453,12.517343252345649,0.3333333333333333,30,0.6665939887364706,Staff,50.8,Monitor,"Forecasts are moderately reliable, but 30 anomalous sales days in the last quarter."
454,8.454021444535066,0.0666666666666666,5,0.7967670202255249,Staff,79.5,Performing Well,"Forecasts are reliable, but 5 anomalous sales days in the last quarter; reviews are positive, largely about staff."
455,10.79619917359206,0.0675675675675675,5,0.79957594871521,Staff,77.1,Performing Well,"Forecasts are moderately reliable, but 5 anomalous sales days in the last quarter; reviews are positive, largely about staff."
456,10.187341194683002,0.0,0,0.9992290437221528,Staff,89.8,Performing Well,"Forecasts are moderately reliable, but reviews are positive, largely about staff."
457,8.150272255534997,0.0,0,0.8062784671783447,Stock Availability,88.0,Performing Well,"Forecasts are reliable, but reviews are positive, largely about stock availability."
458,9.33255849669258,0.0135135135135135,1,0.3338754375775655,Cleanliness,75.7,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; negative feedback about cleanliness suggests an issue worth investigating."
459,6.814949557324777,0.0133333333333333,1,0.3929365396499634,Stock Availability,79.4,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; negative feedback about stock availability suggests an issue worth investigating."
460,9.942154838750026,0.0133333333333333,1,0.9947361350059508,Pricing,88.4,Performing Well,"Forecasts are reliable, but 1 anomalous sales day(s) recently; reviews are positive, largely about pricing."
461,10.776369125839077,0.0,0,0.5039841532707214,Stock Availability,79.3,Performing Well,Forecasts are moderately reliable.
462,10.224132166722685,0.0266666666666666,2,0.9950295984745026,Cleanliness,86.5,Performing Well,"Forecasts are moderately reliable, but 2 anomalous sales day(s) recently; reviews are positive, largely about cleanliness."
463,8.81103687851129,0.0945945945945946,7,0.7959613561630249,Cleanliness,75.8,Performing Well,"Forecasts are reliable, but 7 anomalous sales days in the last quarter; reviews are positive, largely about cleanliness."
464,7.146798014854388,0.0,0,0.6670259237289429,Staff,86.2,Performing Well,Forecasts are reliable.
465,5.734898892966082,0.0,0,0.7961005687713623,Stock Availability,90.2,Performing Well,"Forecasts are reliable, but reviews are positive, largely about stock availability."
466,9.916101859334486,0.0405405405405405,3,0.0078426003456115,Cleanliness,65.4,Monitor,"Forecasts are reliable, but 3 anomalous sales days in the last quarter; negative feedback about cleanliness suggests an issue worth investigating."
467,9.60753205690755,0.0,0,0.4088676969210307,Staff,78.6,Performing Well,Forecasts are reliable.
