Store,prev_7d_actual,forecast_7d_total,pct_change,StoreType,CompetitionDistance,health_tier
383,110926.0,98517.6220703125,-11.186176306445288,a,350.0,Performing Well
384,64113.0,46963.11279296875,-26.74946922937821,a,130.0,Performing Well
385,53695.0,38091.44775390625,-29.05960004859624,d,4580.0,Performing Well
386,50204.0,36442.07177734375,-27.412015422389153,d,1460.0,Performing Well
387,68632.0,49139.92822265625,-28.400850590604605,c,210.0,Performing Well
388,62501.0,49703.466796875,-20.475725513391787,a,2260.0,Performing Well
389,69185.0,55954.892578125,-19.122797458806097,a,6690.0,Performing Well
390,79251.0,63852.916015625,-19.429513803453585,a,1600.0,Performing Well
391,36513.0,25478.8505859375,-30.219783129467586,a,460.0,Performing Well
392,42704.0,33137.62646484375,-22.401586584760796,a,2120.0,Performing Well
393,42284.0,31440.08154296875,-25.64544143655106,d,4820.0,Performing Well
394,61894.0,47353.75537109375,-23.492171501124908,d,10850.0,Performing Well
395,24486.0,18297.510009765625,-25.27358486577789,a,3620.0,Monitor
396,71567.0,52139.87158203125,-27.145372054115374,a,23130.0,Performing Well
397,39918.0,29532.48681640625,-26.017118050988902,a,130.0,Performing Well
398,40801.0,30336.20703125,-25.648373737776037,c,1540.0,Performing Well
399,42587.0,32370.59814453125,-23.989484714745696,a,5360.0,Performing Well
400,60187.0,43796.8056640625,-27.232117128179674,a,70.0,Performing Well
401,50745.0,36287.396484375,-28.490695665829147,a,9200.0,Performing Well
402,43296.0,32023.71728515625,-26.03539060154229,c,5830.0,Performing Well
403,47644.0,38066.3671875,-20.102495198765848,a,4970.0,Performing Well
404,37666.0,26962.062744140625,-28.41803551175961,a,1420.0,Performing Well
405,31697.0,21247.92724609375,-32.965494380875946,a,1080.0,Performing Well
406,53408.0,41899.64208984375,-21.548003876116407,d,8240.0,Performing Well
407,31200.0,23525.107666015625,-24.59901389097556,a,5890.0,Performing Well
408,39404.0,27538.11572265625,-30.11340035870407,c,1560.0,Performing Well
409,45323.0,34207.65673828125,-24.5247297436594,d,840.0,Performing Well
410,43611.0,30817.51611328125,-29.335451805092177,c,40.0,Performing Well
411,68871.0,53095.494140625,-22.905875999150584,d,8460.0,Performing Well
412,69473.0,54397.8408203125,-21.69930646393203,d,4460.0,Performing Well
413,52175.0,37985.9833984375,-27.19504858948251,a,760.0,Performing Well
414,45102.0,37772.72216796875,-16.25044971848532,d,6210.0,Performing Well
415,44274.0,36121.5869140625,-18.413545389929755,d,6910.0,Monitor
416,73450.0,60643.822265625,-17.435231769060586,a,4650.0,Performing Well
417,43773.0,33493.5478515625,-23.483544989919586,a,840.0,Performing Well
418,35640.0,24954.305908203125,-29.982306654873387,a,1060.0,Performing Well
419,33593.0,25329.733154296875,-24.59818070938328,c,1620.0,Performing Well
420,37345.0,28296.98681640625,-24.228178293195207,d,250.0,Performing Well
421,79440.0,61572.7998046875,-22.491440326425604,c,3530.0,Performing Well
422,26548.0,22325.0849609375,-15.906716283947944,a,2880.0,Performing Well
423,84294.0,82030.3203125,-2.685457668991862,b,1270.0,Monitor
424,43485.0,36660.32177734375,-15.694327291379212,d,1250.0,Monitor
425,20651.0,15458.762939453125,-25.142787567415013,d,1460.0,Monitor
426,32415.0,24125.135498046875,-25.574161659580824,a,250.0,Performing Well
427,60160.0,42710.90283203125,-29.004483324416142,a,70.0,Performing Well
428,47299.0,37342.19775390625,-21.050766921274764,d,2960.0,Performing Well
429,37433.0,28516.37451171875,-23.820226773919405,d,16350.0,Performing Well
430,62953.0,49047.466796875,-22.08875383718806,d,12870.0,Performing Well
431,62493.0,50004.845703125,-19.983285002920326,d,4520.0,Performing Well
432,79232.0,63758.876953125,-19.528881066835368,a,810.0,Performing Well
433,44384.0,36321.87109375,-18.164493750563267,a,30030.0,Monitor
434,67525.0,53499.8701171875,-20.770277501388374,a,13020.0,Performing Well
435,18259.0,14519.361572265625,-20.481069213726794,a,910.0,Performing Well
436,37328.0,28373.5439453125,-23.9885770860681,d,2300.0,Performing Well
437,55428.0,41600.65576171875,-24.946496785525817,c,430.0,Performing Well
438,38488.0,27105.79541015625,-29.573385444407997,d,1110.0,Performing Well
439,45068.0,34421.69482421875,-23.622759332078747,a,1350.0,Performing Well
440,37744.0,28098.962646484375,-25.55382935967472,d,3900.0,Monitor
441,40937.0,33672.8466796875,-17.744713389629187,d,2530.0,Monitor
442,37294.0,24899.56103515625,-33.23440490385518,c,500.0,Performing Well
443,36677.0,26604.352294921875,-27.463117771568353,d,11400.0,Performing Well
444,81951.0,68455.21875,-16.468110517260314,c,1700.0,Performing Well
445,57447.0,48170.7763671875,-16.147446573036888,a,240.0,Performing Well
446,33505.0,23096.240234375,-31.066287914117297,a,340.0,Monitor
447,30956.0,27417.08984375,-11.432065371010466,a,1510.0,Monitor
448,51287.0,41585.38720703125,-18.91631952145524,a,3970.0,Performing Well
449,74753.0,57487.796875,-23.09633476248445,a,120.0,Performing Well
450,72035.0,52005.150390625,-27.805718899666825,c,5780.0,Performing Well
451,38596.0,30499.505859375,-20.97754726040263,a,2460.0,Performing Well
452,35914.0,24201.76611328125,-32.611889198414964,a,1850.0,Performing Well
453,90331.0,74897.0625,-17.085981003199343,a,75860.0,Monitor
454,41408.0,29334.5087890625,-29.157387970772557,a,26450.0,Performing Well
455,54849.0,45800.35302734375,-16.49737820681553,d,7660.0,Performing Well
456,37790.0,27971.83544921875,-25.98085353474795,a,140.0,Performing Well
457,38274.0,30144.3671875,-21.240614549041126,d,13140.0,Performing Well
458,54221.0,45611.39794921875,-15.878722359936647,c,3390.0,Performing Well
459,66502.0,46347.40185546875,-30.306754901403345,a,250.0,Performing Well
460,28505.0,19830.939697265625,-30.429960718240224,a,34050.0,Performing Well
461,35279.0,25366.3779296875,-28.097797755924205,d,1790.0,Performing Well
462,30794.0,22912.14697265625,-25.595418027355166,a,44320.0,Performing Well
463,33725.0,27690.08544921875,-17.894483471553002,a,4160.0,Performing Well
464,70608.0,58156.9892578125,-17.633994366343046,c,520.0,Performing Well
465,58199.0,45969.23974609375,-21.013694829646987,d,10890.0,Performing Well
466,47830.0,36028.5244140625,-24.673793823829186,a,3110.0,Monitor
467,82523.0,72062.3583984375,-12.67603165367534,a,20390.0,Performing Well
468,51830.0,36218.48583984375,-30.120613853282364,c,5260.0,Performing Well
469,81533.0,62557.7861328125,-23.273047560113696,c,710.0,Performing Well
470,78906.0,63978.51953125,-18.91805498789699,a,50.0,Performing Well
471,51161.0,38407.1953125,-24.928763486835674,d,5300.0,Performing Well
472,34516.0,27406.54541015625,-20.597562260527727,c,5030.0,Performing Well
473,22165.0,16715.89013671875,-24.58429895457365,a,50.0,Performing Well
474,50467.0,36759.73876953125,-27.160840213344862,c,14810.0,Performing Well
475,40591.0,32637.443359375,-19.594384569547437,a,140.0,Performing Well
476,40419.0,29056.801513671875,-28.11103314364068,d,8300.0,Performing Well
477,44432.0,35262.58154296875,-20.636969879886678,d,770.0,Performing Well
478,46823.0,34060.6416015625,-27.256601239641842,d,1940.0,Monitor
479,84577.0,65050.9462890625,-23.08671826966847,a,320.0,Performing Well
480,31324.0,23359.819091796875,-25.42517209872023,a,300.0,Performing Well
481,41203.0,31578.578125,-23.35854640438803,c,7470.0,Performing Well
482,55204.0,42058.81396484375,-23.81201730881141,c,2550.0,Performing Well
483,32033.0,23472.191162109375,-26.724967495678285,a,2310.0,Performing Well
484,50263.0,44392.83203125,-11.6789048977379,a,14300.0,Performing Well
485,40284.0,29890.2939453125,-25.801077486564143,d,3270.0,Performing Well
486,29467.0,21757.638671875,-26.16269497446296,a,2320.0,Performing Well
487,52470.0,40730.00439453125,-22.37468192389699,d,2180.0,Performing Well
488,23340.0,18323.572021484375,-21.492836240426843,a,2890.0,Performing Well
489,54792.0,36914.266845703125,-32.62836391133172,a,14960.0,Performing Well
490,54681.0,45457.76220703125,-16.867353912636474,a,660.0,Performing Well
491,53988.0,38037.26806640625,-29.544958015843797,d,4680.0,Performing Well
492,54869.0,42920.9130859375,-21.77566005223806,a,1740.0,Performing Well
493,56988.0,46467.34033203125,-18.461184228203745,d,1150.0,Performing Well
494,56818.0,48366.37109375,-14.87491447472632,b,1260.0,Performing Well
495,41841.0,29664.943359375,-29.10077828117158,d,5470.0,Performing Well
496,51559.0,38896.0361328125,-24.560142491490332,d,2780.0,Performing Well
497,61062.0,47179.25634765625,-22.73548795051546,a,1610.0,Performing Well
498,44839.0,38832.896484375,-13.394820392125158,a,990.0,Performing Well
499,40819.0,30183.05029296875,-26.05637008998567,c,450.0,Performing Well
500,43811.0,35934.9150390625,-17.9774142588334,d,10690.0,Performing Well
501,35433.0,24684.071533203125,-30.33592545592209,a,1620.0,Performing Well
502,71636.0,57119.869140625,-20.26373730997683,a,220.0,Performing Well
503,51820.0,36868.24462890625,-28.85325235641403,d,13080.0,Performing Well
504,44204.0,37328.43115234375,-15.55417801026208,c,820.0,Performing Well
505,35316.0,24369.623046875,-30.995517479683432,a,350.0,Performing Well
506,50839.0,35518.10595703125,-30.136104256513207,a,1850.0,Performing Well
507,55830.0,44458.30322265625,-20.36843413459386,a,9070.0,Performing Well
508,49520.0,36236.43505859375,-26.824646489107934,a,1280.0,Performing Well
509,42922.0,31738.1240234375,-26.056278776763662,a,4740.0,Performing Well
510,53044.0,41743.67236328125,-21.303686819845318,a,8260.0,Performing Well
511,38344.0,33091.4765625,-13.698423319163364,a,2060.0,Performing Well
512,47092.0,45091.8671875,-4.247287888601036,b,590.0,Performing Well
513,108796.0,93387.650390625,-14.162606722099158,a,400.0,Performing Well
514,43489.0,30186.63671875,-30.58788034043091,c,1200.0,Performing Well
515,59233.0,47011.60595703125,-20.63274533278536,d,11260.0,Performing Well
516,40163.0,29222.43603515625,-27.240405260672134,a,20.0,Performing Well
517,43887.0,32245.610107421875,-26.52582744908088,a,22490.0,Performing Well
518,46293.0,33574.54443359375,-27.473820159432847,d,3330.0,Performing Well
519,40630.0,30740.3564453125,-24.340742197114203,c,2510.0,Performing Well
520,28752.0,23732.897216796875,-17.45653444352784,a,6900.0,Performing Well
521,37352.0,29753.25244140625,-20.3436162952285,d,18610.0,Performing Well
522,64049.0,50083.52294921875,-21.80436392571508,d,7160.0,Performing Well
523,84721.0,73457.080078125,-13.29531039751065,c,50.0,Performing Well
524,62028.0,48023.6328125,-22.57749272505965,a,40860.0,Monitor
525,61184.0,51183.7265625,-16.344589169554133,d,1870.0,Performing Well
526,72868.0,52434.74609375,-28.041463888469558,a,120.0,Performing Well
527,69409.0,55193.7958984375,-20.480347075397283,d,5830.0,Performing Well
528,73130.0,56247.6640625,-23.08537664091344,a,20620.0,Performing Well
529,54464.0,44943.0224609375,-17.481230792932028,d,12920.0,Performing Well
530,60381.0,52837.1171875,-12.493802375747338,a,18160.0,Performing Well
531,29712.0,26525.881591796875,-10.723338745971747,a,4030.0,Performing Well
532,65994.0,55976.4716796875,-15.179453162882231,a,1070.0,Performing Well
533,79189.0,58252.41015625,-26.43876023658589,a,5950.0,Performing Well
534,58988.0,43019.69970703125,-27.070421599255358,d,1200.0,Performing Well
535,50472.0,40470.02392578125,-19.816880793744552,a,3570.0,Performing Well
536,56455.0,42453.79736328125,-24.800642346503853,a,4700.0,Performing Well
537,45962.0,33814.4345703125,-26.42958406876876,a,600.0,Performing Well
538,23866.0,19046.6728515625,-20.193275573776504,a,990.0,Performing Well
539,78673.0,66295.892578125,-15.732344542441497,a,770.0,Performing Well
540,54450.0,38969.6884765625,-28.430324193640956,d,810.0,Performing Well
541,48326.0,34446.52587890625,-28.72051094875171,a,650.0,Monitor
542,42122.0,33278.68505859375,-20.99452766109456,a,7280.0,Performing Well
543,19739.0,13680.751098632812,-30.691772133173856,c,1080.0,Monitor
544,91511.0,69616.568359375,-23.925464305520645,a,250.0,Performing Well
545,75230.0,55814.888671875,-25.80767157799415,a,5020.0,Performing Well
546,82909.0,75276.080078125,-9.20638280750582,a,580.0,Performing Well
547,44826.0,35176.06689453125,-21.52753559422824,d,8990.0,Performing Well
548,32250.0,24760.423095703125,-23.223494276889532,d,3760.0,Performing Well
549,28912.0,24484.334716796875,-15.31428224682874,a,2330.0,Performing Well
550,36593.0,28203.5791015625,-22.926299834497037,d,50.0,Performing Well
551,41946.0,33449.7158203125,-20.255290563313547,a,2190.0,Monitor
552,55659.0,39200.16650390625,-29.570839390024524,a,4260.0,Performing Well
553,54577.0,44079.48876953125,-19.234313411269856,c,3040.0,Monitor
554,36215.0,31276.73779296875,-13.63595804785655,c,1200.0,Monitor
555,34736.0,25959.951171875,-25.264995474795597,d,1560.0,Performing Well
556,47742.0,36041.81005859375,-24.507121489267835,d,1140.0,Performing Well
557,27541.0,20128.14892578125,-26.91569323633401,a,250.0,Performing Well
558,22082.0,17277.784423828125,-21.756252043165812,a,3000.0,Performing Well
559,42601.0,29598.61669921875,-30.521310064977936,d,3910.0,Performing Well
560,97621.0,78696.865234375,-19.38531132197478,c,1910.0,Performing Well
561,47078.0,35667.38427734375,-24.2376815554107,d,14300.0,Performing Well
562,126779.0,120124.5234375,-5.2488792012084025,b,1210.0,Monitor
563,26910.0,22239.835205078125,-17.354755833972035,a,700.0,Performing Well
564,36865.0,30992.1337890625,-15.930737043096432,d,6540.0,Performing Well
565,43908.0,32986.62255859375,-24.87332021819771,a,160.0,Performing Well
566,33706.0,26619.411865234375,-21.024708166989928,a,3620.0,Performing Well
567,35510.0,25617.901123046875,-27.857220154753943,c,1010.0,Monitor
568,37579.0,29591.47607421875,-21.255285999577556,d,4270.0,Performing Well
569,26344.0,23291.791259765625,-11.58597304978126,a,1340.0,Monitor
570,25869.0,19396.821044921875,-25.019053519958735,a,180.0,Performing Well
571,58286.0,47888.68994140625,-17.838434716044592,d,2110.0,Performing Well
572,45194.0,34632.19287109375,-23.369932134589217,d,9230.0,Performing Well
573,27361.0,19690.76318359375,-28.03346667302456,a,1190.0,Performing Well
574,68198.0,50398.74609375,-26.099378143420626,d,4400.0,Performing Well
575,41864.0,25474.1943359375,-39.15011863190927,a,960.0,Monitor
576,45099.0,34115.6513671875,-24.353862907852726,c,50.0,Performing Well
577,31867.0,25914.875244140625,-18.678020384282725,a,2270.0,Performing Well
578,85636.0,71962.7109375,-15.966753541150918,d,12700.0,Monitor
579,52202.0,41791.7529296875,-19.9422379799864,c,20970.0,Performing Well
580,59039.0,50550.98193359375,-14.376967879547841,a,170.0,Performing Well
581,37222.0,24449.65185546875,-34.31397599411974,a,7250.0,Performing Well
582,42931.0,31769.71142578125,-25.99820310316263,a,120.0,Performing Well
583,28914.0,21114.548095703125,-26.974655545053867,a,2640.0,Performing Well
584,34843.0,26661.72119140625,-23.48040871507548,d,1360.0,Performing Well
585,33501.0,24908.758056640625,-25.647717809496356,d,440.0,Performing Well
586,99189.0,80456.01171875,-18.886154998286102,a,250.0,Performing Well
587,74873.0,58192.12890625,-22.27888704038839,d,330.0,Performing Well
588,41931.0,33768.0654296875,-19.467540889347976,d,15720.0,Performing Well
589,37984.0,26405.451171875,-30.48270015829033,a,360.0,Performing Well
590,37307.0,29406.42138671875,-21.177201633155306,d,4520.0,Performing Well
591,42400.0,32024.18017578125,-24.47127317032724,a,3340.0,Performing Well
592,26783.0,20541.1259765625,-23.305357963773663,a,2540.0,Monitor
593,61618.0,50732.490234375,-17.666119909158038,a,33060.0,Performing Well
594,26841.0,22324.458251953125,-16.827024880022634,a,1790.0,Monitor
595,92625.0,74736.681640625,-19.312624409581648,c,1130.0,Performing Well
596,34637.0,27557.798828125,-20.43826304782458,c,290.0,Performing Well
597,37464.0,29404.451171875,-21.512782479513668,a,150.0,Performing Well
598,38727.0,31463.0322265625,-18.756856388146513,c,550.0,Performing Well
599,63989.0,52548.658203125,-17.87860694318555,d,580.0,Performing Well
600,54686.0,40286.0712890625,-26.33202046398987,d,17340.0,Performing Well
601,34008.0,26318.826904296875,-22.609895012065177,d,8220.0,Performing Well
602,42676.0,34682.73828125,-18.73010994177055,a,2710.0,Performing Well
603,51469.0,37675.33984375,-26.79993813023373,a,340.0,Performing Well
604,49510.0,37490.02490234375,-24.277873354183498,d,10950.0,Performing Well
605,54781.0,42425.091796875,-22.5550979411201,d,10310.0,Performing Well
606,37965.0,29026.1591796875,-23.54495145611089,a,2260.0,Performing Well
607,26482.0,18072.77099609375,-31.75450873765671,a,350.0,Monitor
608,68669.0,47875.9736328125,-30.280077425312,a,18370.0,Performing Well
609,29695.0,24039.733154296875,-19.04450865702349,a,2070.0,Performing Well
610,25904.0,19477.34375,-24.80951300957381,a,660.0,Performing Well
611,41679.0,33270.1103515625,-20.175363248728377,a,8080.0,Performing Well
612,48956.0,36283.5302734375,-25.88542717248652,d,2490.0,Performing Well
613,41289.0,32583.47509765625,-21.084368481541695,c,250.0,Performing Well
614,42388.0,35293.80322265625,-16.73633287096289,a,1160.0,Performing Well
615,63414.0,48031.763671875,-24.256846008964896,d,730.0,Performing Well
616,50260.0,40590.46875,-19.239019598089932,a,3040.0,Monitor
617,43377.0,32907.63037109375,-24.13576233696717,a,8940.0,Performing Well
618,52258.0,42168.23486328125,-19.307599098164395,d,9910.0,Performing Well
619,34455.0,23406.162109375,-32.06744417537368,a,1600.0,Performing Well
620,61143.0,50461.0078125,-17.47050715126834,d,5440.0,Performing Well
621,38037.0,29773.55517578125,-21.72475438183545,a,30.0,Performing Well
622,30067.0,22987.529052734375,-23.545651203198272,a,,Performing Well
623,44506.0,33409.92431640625,-24.931639966732014,a,4080.0,Performing Well
624,43984.0,33739.01171875,-23.29253428803656,a,6920.0,Monitor
625,40612.0,30348.4921875,-25.272106304786764,a,1170.0,Performing Well
626,69523.0,48055.76318359375,-30.87789194425766,c,10740.0,Performing Well
627,50055.0,39414.9873046875,-21.256643083233442,c,3970.0,Performing Well
628,41496.0,30444.46435546875,-26.632773386666784,a,2180.0,Monitor
629,41924.0,33379.14453125,-20.381775280865373,d,510.0,Performing Well
630,40521.0,29452.78369140625,-27.314765945050095,a,1690.0,Performing Well
631,34999.0,27965.6240234375,-20.095934102581502,d,2870.0,Performing Well
632,48999.0,41088.26611328125,-16.14468435420876,a,3350.0,Performing Well
633,44625.0,37955.05126953125,-14.94666382177871,d,11640.0,Performing Well
634,46969.0,33130.40771484375,-29.463246577862527,d,18610.0,Performing Well
635,43107.0,28716.66748046875,-33.38282070088675,a,27530.0,Performing Well
636,58281.0,35995.3994140625,-38.2381918394288,c,720.0,Performing Well
637,67495.0,50200.40771484375,-25.623516238471368,d,9790.0,Performing Well
638,43336.0,34918.388671875,-19.424061584190973,d,10170.0,Performing Well
639,28443.0,21157.883056640625,-25.613039916181044,a,7780.0,Performing Well
640,76633.0,62625.787109375,-18.27830424311328,d,8040.0,Performing Well
641,35360.0,25287.009765625,-28.486963332508488,a,610.0,Monitor
642,20630.0,15873.457763671875,-23.05643352558471,c,530.0,Performing Well
643,52709.0,40663.115234375,-22.85356346283367,a,230.0,Performing Well
644,65095.0,50348.2001953125,-22.65427422181043,c,4030.0,Performing Well
645,90081.0,62269.578125,-30.8737934470088,a,90.0,Monitor
646,34332.0,27275.70947265625,-20.553100685493856,a,620.0,Performing Well
647,41625.0,30598.54296875,-26.489986861861865,a,7420.0,Performing Well
648,41916.0,34279.720703125,-18.21805348047285,d,2130.0,Performing Well
649,24139.0,17063.237915039062,-29.312573366589078,a,14570.0,Performing Well
650,44453.0,34989.76220703125,-21.28818705817099,a,1420.0,Performing Well
651,46490.0,37449.71630859375,-19.44565216478006,a,200.0,Performing Well
652,51092.0,35361.89892578125,-30.787796669182555,a,20390.0,Performing Well
653,40634.0,29798.46240234375,-26.666184962485236,d,7520.0,Performing Well
654,46099.0,32450.610107421875,-29.60669405535505,c,6930.0,Performing Well
655,61365.0,44794.91650390625,-27.00249897513852,d,960.0,Performing Well
656,22197.0,16561.4609375,-25.388742003423886,d,410.0,Performing Well
657,38286.0,28497.19189453125,-25.56759156210821,c,80.0,Performing Well
658,36366.0,28478.02294921875,-21.690527005393086,d,520.0,Performing Well
659,35731.0,27334.65576171875,-23.49876644449148,d,1590.0,Performing Well
660,39108.0,26745.00048828125,-31.61245656059822,a,1200.0,Performing Well
661,42874.0,39017.92529296875,-8.993970021531114,d,2140.0,Performing Well
662,53642.0,36762.087890625,-31.46771579988628,d,1070.0,Performing Well
663,45697.0,35032.45556640625,-23.33751544651454,a,7860.0,Performing Well
664,37498.0,26874.49072265625,-28.33086905259947,d,1680.0,Performing Well
665,54331.0,41504.4560546875,-23.60814994259723,a,90.0,Performing Well
666,61990.0,40350.27001953125,-34.90842068151113,c,2700.0,Performing Well
667,60916.0,46015.93505859375,-24.460018618107313,d,2870.0,Performing Well
668,58590.0,46246.1865234375,-21.068123359895033,c,1270.0,Performing Well
669,34839.0,27473.92431640625,-21.140318848399065,d,17080.0,Performing Well
670,50353.0,35669.82958984375,-29.160467916819755,a,2060.0,Performing Well
671,51124.0,37424.1650390625,-26.797267351806394,a,2070.0,Performing Well
672,56341.0,45322.931640625,-19.556039756793453,c,240.0,Performing Well
673,62511.0,45875.19580078125,-26.612602900639487,d,15170.0,Performing Well
674,54360.0,40962.11328125,-24.646590726177337,a,2640.0,Performing Well
675,24752.0,18079.0322265625,-26.959307423390026,a,2100.0,Monitor
676,64766.0,62814.796875,-3.0126966695488373,b,1410.0,Monitor
677,51111.0,37216.49609375,-27.18495804474575,d,1740.0,Performing Well
678,51027.0,38631.27783203125,-24.292476861208282,c,3250.0,Monitor
679,62423.0,49346.61865234375,-20.948018114567148,a,4140.0,Performing Well
680,37716.0,29511.55615234375,-21.75321838916176,c,170.0,Performing Well
681,29051.0,23275.330810546875,-19.88113727394281,a,620.0,Performing Well
682,81315.0,68919.0625,-15.244342987148743,b,150.0,Monitor
683,51205.0,39973.73388671875,-21.933924642674054,a,2850.0,Performing Well
684,66210.0,49746.4970703125,-24.865583642482253,d,680.0,Performing Well
685,42319.0,27864.27001953125,-34.15659628173811,a,650.0,Performing Well
686,42757.0,29328.974853515625,-31.405442726300663,a,20050.0,Performing Well
687,60230.0,47329.99072265625,-21.417913460640463,d,2770.0,Performing Well
688,24369.0,17790.222534179688,-26.99650156272441,a,18760.0,Performing Well
689,43835.0,34514.87841796875,-21.261826353441883,d,15040.0,Performing Well
690,36078.0,27768.52294921875,-23.031978077446784,a,100.0,Performing Well
691,52740.0,43057.3056640625,-18.359299082171976,d,3030.0,Performing Well
692,41122.0,29789.72021484375,-27.557705814785884,a,40.0,Performing Well
693,50479.0,32703.02685546875,-35.214590511957944,d,450.0,Performing Well
694,59268.0,46793.08544921875,-21.048313678175827,a,460.0,Performing Well
695,40500.0,26884.828369140625,-33.617707730516976,a,550.0,Performing Well
696,61665.0,49852.208984375,-19.156395063042243,a,430.0,Needs Attention
697,70010.0,54797.064453125,-21.729660829702897,d,3780.0,Monitor
698,98955.0,89561.943359375,-9.492250660022233,a,1790.0,Monitor
699,57061.0,43502.458984375,-23.761485104756314,a,180.0,Performing Well
700,31043.0,23391.3251953125,-24.64863191279032,a,830.0,Performing Well
701,48567.0,31573.0888671875,-34.99065442134062,d,1450.0,Performing Well
702,32450.0,23433.112060546875,-27.78701984423151,a,8550.0,Performing Well
703,20350.0,15203.168212890625,-25.291556693412158,a,80.0,Performing Well
704,65957.0,55371.9072265625,-16.048475178430643,d,1910.0,Performing Well
705,51940.0,39644.42431640625,-23.672652452048037,a,4140.0,Performing Well
706,42187.0,32210.81884765625,-23.647524479919763,d,7830.0,Performing Well
707,56076.0,44796.732421875,-20.114251334126898,a,2900.0,Performing Well
708,39368.0,30964.13525390625,-21.346943573698816,c,11470.0,Performing Well
709,61217.0,50223.583984375,-17.958109700940916,a,500.0,Monitor
710,37371.0,26469.06103515625,-29.172189571710017,d,1500.0,Monitor
711,42158.0,31180.35546875,-26.039291549053562,d,17110.0,Performing Well
712,42784.0,33086.9736328125,-22.665076587480133,a,4870.0,Performing Well
713,56700.0,45508.1025390625,-19.738796227403,a,220.0,Performing Well
714,37954.0,29031.728515625,-23.50811899766823,d,12070.0,Performing Well
715,44868.0,31013.757568359375,-30.87778022564105,a,14810.0,Performing Well
716,41858.0,31169.87890625,-25.53423740682785,d,3200.0,Performing Well
717,38301.0,25458.126708984375,-33.531430748585215,d,310.0,Performing Well
718,50366.0,39827.74365234375,-20.923353745892566,a,1100.0,Performing Well
719,40644.0,29610.84716796875,-27.145834150258956,c,8190.0,Performing Well
720,51762.0,39659.09814453125,-23.381828089078375,a,15320.0,Performing Well
721,48613.0,42462.93603515625,-12.651068571871207,a,3590.0,Performing Well
722,49787.0,41472.5712890625,-16.69999941940165,a,50.0,Performing Well
723,61861.0,46855.7314453125,-24.256427401250384,d,5650.0,Performing Well
724,39486.0,34079.0205078125,-13.69340903658892,d,5900.0,Monitor
725,38120.0,30449.04541015625,-20.12317573411267,d,17540.0,Performing Well
726,75273.0,54503.11376953125,-27.59274405227472,a,40540.0,Performing Well
727,33020.0,24730.0,-25.105996365838884,a,2050.0,Performing Well
728,38303.0,30291.4990234375,-20.91611878067645,d,13990.0,Performing Well
729,70345.0,55347.271484375,-21.32024808532945,c,8980.0,Performing Well
730,46350.0,37207.9189453125,-19.72401522046926,c,1190.0,Performing Well
731,56771.0,43932.0205078125,-22.61538372089183,a,15270.0,Performing Well
732,70065.0,58857.0625,-15.996485406408334,a,35280.0,Monitor
733,103805.0,96949.1875,-6.604510861711864,b,860.0,Monitor
734,33700.0,23431.8994140625,-30.469141204562316,a,220.0,Performing Well
735,39259.0,27223.18310546875,-30.657471903337452,d,1920.0,Performing Well
736,35846.0,24966.49560546875,-30.350679000533532,c,1650.0,Performing Well
737,41179.0,31063.030517578125,-24.56584541252064,a,100.0,Monitor
738,53963.0,45520.5595703125,-15.644868576038212,d,5980.0,Performing Well
739,68725.0,52916.890625,-23.001977991997087,d,2770.0,Performing Well
740,56173.0,44318.3056640625,-21.10390104843519,d,6400.0,Performing Well
741,56084.0,45795.138671875,-18.345448484639114,d,11900.0,Performing Well
742,54524.0,42119.267578125,-22.750958150309955,d,4380.0,Performing Well
743,28065.0,18863.853515625,-32.78512910876537,a,6710.0,Performing Well
744,52738.0,43039.78369140625,-18.389427563794133,a,1370.0,Performing Well
745,53545.0,36173.090576171875,-32.443569752223596,a,17650.0,Performing Well
746,48939.0,35752.76318359375,-26.944230197605695,d,4330.0,Performing Well
747,56598.0,43260.08984375,-23.566045012632955,c,45740.0,Performing Well
748,38450.0,29227.25146484375,-23.98634209403446,d,2380.0,Performing Well
749,30948.0,23532.273193359375,-23.9618935202295,a,3410.0,Performing Well
750,37225.0,26829.006103515625,-27.92745170311451,d,8670.0,Performing Well
751,24507.0,19724.9423828125,-19.51302736845595,a,650.0,Performing Well
752,38433.0,24561.722412109375,-36.09210206825026,a,970.0,Performing Well
753,52236.0,40666.56494140625,-22.148393940182537,d,540.0,Performing Well
754,49483.0,35443.8896484375,-28.37158287000081,c,380.0,Performing Well
755,69915.0,54362.04638671875,-22.245517576029822,d,13130.0,Performing Well
756,112877.0,93164.927734375,-17.463320486569454,a,50.0,Performing Well
757,50492.0,37266.55615234375,-26.19314712757714,a,3450.0,Performing Well
758,34430.0,25993.9755859375,-24.501958797741796,a,19780.0,Performing Well
759,53174.0,35620.08447265625,-33.01221560789813,a,110.0,Performing Well
760,49883.0,45604.68505859375,-8.576699359313293,a,560.0,Performing Well
761,58334.0,45356.79248046875,-22.24638721762823,a,2390.0,Performing Well
762,34495.0,24096.7490234375,-30.14422663157704,d,1280.0,Performing Well
763,43483.0,33468.05322265625,-23.031867114375157,d,32240.0,Performing Well
764,28433.0,21711.11181640625,-23.641150014397883,a,26490.0,Performing Well
765,63203.0,46495.67919921875,-26.43437938196169,a,25430.0,Performing Well
766,48517.0,38192.87939453125,-21.279387854708144,d,9820.0,Performing Well
